year_a,year_b,id_a,id_b,sim,kind,headline_b
2019,2020,G2,G2,0.8131,REWRITTEN,Teams may not tether to the ROBOT while
2019,2020,G1,G1,0.8129,REWRITTEN,"When placed on the FIELD for a MATCH, each ROBOT must be:"
2019,2020,R80,R73,0.807,REWRITTEN+RENUMBERED,The CAN-bus must be connected to the roboRIO CAN port.
2019,2020,R60,R53,0.798,REWRITTEN+RENUMBERED,All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables
2019,2020,R86,R79,0.7929,REWRITTEN+RENUMBERED,"Throughout an event, compressed air on the ROBOT must be provided by its one onboard"
2019,2020,H13,H13,0.7928,REWRITTEN,Don’t abuse ARENA access.
2019,2020,C7,C7,0.7824,REWRITTEN,DRIVE TEAMS may not cause
2019,2020,R62,R55,0.7714,REWRITTEN+RENUMBERED,"All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules,"
2019,2020,R12,R11,0.771,REWRITTEN+RENUMBERED,The total cost of all items on the ROBOT (i.e. all items presented at Inspection per I3:
2019,2020,S3,S2,0.7444,REWRITTEN+RENUMBERED,Team members may only enter the FIELD if the POWER PORT LEDs are
2019,2020,R38,R31,0.7434,REWRITTEN+RENUMBERED,"Servos must be connected to, and only to, one of the following:"
2019,2020,H1,H1,0.7391,REWRITTEN,The only equipment that may be brought to the ARENA
2019,2020,R33,R26,0.7287,REWRITTEN+RENUMBERED,BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 9-8). To be
2019,2020,H8,H7,0.7179,REWRITTEN+RENUMBERED,"During a MATCH, COACHES may not touch POWER CELLS,"
2019,2020,T5,T4,0.7166,REWRITTEN+RENUMBERED,Only team members wearing proper buttons are allowed on the ARENA floor during
2019,2020,R58,R51,0.7143,REWRITTEN+RENUMBERED,The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive
2019,2020,R34,R27,0.7115,REWRITTEN+RENUMBERED,The only motors and actuators permitted on 2020 ROBOTS include the following (in any
2019,2020,R28,R21,0.7059,REWRITTEN+RENUMBERED,"Each ROBOT must be able to display Red or Blue BUMPERS to MATCH their ALLIANCE color,"
2019,2020,R5,R5,0.6829,REWRITTEN,"The ROBOT weight must not exceed 125 lbs. (~56 kg). When determining weight, the basic ROBOT"
2019,2020,H3,H3,0.6593,REWRITTEN,"Prior to the start of the MATCH, DRIVE TEAMS may not"
2019,2020,C5,C5,0.6544,REWRITTEN,Each registered FIRST Robotics Competition team may enter only one
2019,2020,G15,G26,0.6303,REWRITTEN+RENUMBERED,Be careful what you interact with.
2019,2020,G24,G18,0.6098,REWRITTEN+RENUMBERED,Don’t overextend yourself.
2019,2020,G23,G16,0.6038,REWRITTEN+RENUMBERED,Keep your BUMPERS low.
2019,2020,C6,C6,0.5786,REWRITTEN,"Upon each team’s ROBOT passing initial, complete Inspection, the"
2019,2020,C8,C8,0.5562,REWRITTEN,Strategies clearly aimed at forcing the opponent
2019,2020,G19,G23,0.5534,REWRITTEN+RENUMBERED,Don’t tear others down to lift yourself up.
2019,2020,G7,G7,0.5366,REWRITTEN,ROBOTS may not intentionally eject POWER CELLS from the
2019,2020,R91,R84,0.5294,REWRITTEN+RENUMBERED,The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g.
2019,2020,R2,R2,0.5275,REWRITTEN,"In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH),"
2019,2020,G14,G13,0.5,REWRITTEN+RENUMBERED,Don’t climb on each other unless at the RENDEZVOUS POINT.
2019,2020,G21,G19,0.4912,REWRITTEN+RENUMBERED,Keep it together.
2019,2020,,S7,0.4585,NEW,"Team members may not sit, climb, or"
2019,2020,R15,R14,0.4535,REWRITTEN+RENUMBERED,FABRICATED ITEMS created before Kickoff are not permitted. Exceptions are:
2019,2020,C2,C2,0.4468,REWRITTEN,"All teams must be civil toward their team members, other team members,"
2019,2020,R8,R7,0.4444,REWRITTEN+RENUMBERED,Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the
2019,2020,R54,R47,0.4393,REWRITTEN+RENUMBERED,The Wireless Bridge (Radio) power must be supplied directly by the 12V 2A output of a CTR
2019,2020,I3,I3,0.4343,REWRITTEN,"At the time of Inspection, the OPERATOR CONSOLE and the"
2019,2020,H2,H2,0.4293,REWRITTEN,". Prior to the start of the MATCH, DRIVE TEAMS and any"
2019,2020,G8,G8,0.4253,REWRITTEN,ROBOTS may not deliberately use POWER CELLS in an attempt
2019,2020,,I8,0.425,NEW,At least one student team member must accompany the
2019,2020,R24,R17,0.4188,REWRITTEN+RENUMBERED,ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME
2019,2020,G18,G21,0.4134,REWRITTEN+RENUMBERED,There’s a 5-count on pins.
2019,2020,H14,H14,0.411,REWRITTEN,Don’t mess with POWER CELLS.
2019,2020,R98,R91,0.4023,REWRITTEN+RENUMBERED,The OPERATOR CONSOLE must not
2019,2020,,R65,0.3939,NEW,"ROBOTS must use at least one (1), but no more than two (2), diagnostic ROBOT Signal Lights"
2019,2020,,I4,0.3602,NEW,A
2019,2020,,C1,0.3581,NEW,Egregious behavior beyond what is listed in the rules or
2019,2020,,G17,0.34,NEW,Tall ROBOTS not allowed.
2019,2020,,G3,0.321,NEW,"During AUTO, a ROBOT’s BUMPERS may not break the plane of their"
2019,2020,,H8,0.32,NEW,Teams may not interfere with any automated scoring hardware.
2019,2020,,H16,0.3158,NEW,Be careful what you interact with.
2019,2020,,R24,0.2995,NEW,BUMPERS must be constructed as follows (see Figure 9-6):
2019,2020,,T1,0.2963,NEW,"During the period when the ARENA is open for measurement, ROBOTS"
2019,2020,,H15,0.2927,NEW,Don’t bang on the glass.
2019,2020,,G24,0.2791,NEW,Stay out of other ROBOTS.
2019,2020,,G5,0.2712,NEW,"During AUTO, DRIVE TEAMS may not directly or"
2019,2020,,H6,0.2651,NEW,POWER CELLS may only be introduced to the
2019,2020,,G12,0.2483,NEW,Leave the opponent’s CONTROL PANEL alone.
2019,2020,,R28,0.2462,NEW,"The integral mechanical and electrical system of any motor must not be modified. Motors, servos,"
2019,2020,,G14,0.2345,NEW,"During the ENDGAME, don’t touch ROBOTS in their RENDEZVOUS POINT."
2019,2020,,I1,0.2316,NEW,The ROBOT and its MAJOR MECHANISMS must be built by the
2019,2020,,R32,0.2292,NEW,"The only legal source of electrical energy for the ROBOT during the competition, the ROBOT"
2019,2020,,G6,0.2139,NEW,ROBOTS may not have greater-than-momentary
2019,2020,,G22,0.1966,NEW,Don’t collude with your partners to shut down major parts of game play.
2019,2020,,R13,0.1899,NEW,The BOM cost of each non-KOP item must be calculated based on the unit Fair Market Value for
2019,2020,,G11,0.1839,NEW,Give Opponents some space.
2019,2020,,G10,0.1818,NEW,Right of Way.
2019,2020,,G9,0.1799,NEW,.
2019,2020,,G25,0.1687,NEW,"Damaging other ROBOTS, not allowed."
2019,2020,,I5,0.1614,NEW,Teams may not use the re-inspection process in I4 to circumvent the
2019,2020,,G15,0.1484,NEW,"During the ENDGAME, don’t mess with HANGING opponents."
2019,2020,,T3,0.1471,NEW,An ALLIANCE may not request a TIMEOUT or a BACKUP TEAM after a Playoff MATCH is
2019,2020,,G4,0.1366,NEW,"During AUTO, DRIVE TEAM members in ALLIANCE STATIONS"
2019,2020,,H9,0.1264,NEW,"During TELEOP, an ALLIANCE may not have more than fifteen (15)"
2019,2020,,R16,0.1192,NEW,During an event a team is attending (regardless of whether the team is physically at the event
2019,2020,,H10,0.115,NEW,POWER CELLS go on the rack.
2019,2020,C1,,0.0,DROPPED,Egregious or exceptional violations.
2019,2020,C11,,0.0,DROPPED,"Throughout the event, from load-in to load-out, teams may only"
2019,2020,G3,,0.0,DROPPED,No defense.
2019,2020,G4,,0.0,DROPPED,One GAME PIECE at a time.
2019,2020,G5,,0.0,DROPPED,Don’t mess with opponents’ scored GAME PIECES
2019,2020,G6,,0.0,DROPPED,No throwing HATCH PANELS
2019,2020,G9,,0.0,DROPPED,One (1) defender at a time.
2019,2020,G10,,0.0,DROPPED,"No part of a ROBOT, except its BUMPERS, may be outside its FRAME"
2019,2020,G11,,0.0,DROPPED,A ROBOT with its BUMPERS breaking the plane defined by or
2019,2020,G12,,0.0,DROPPED,A ROBOT with its BUMPERS fully in either HAB ZONE may not extend
2019,2020,G13,,0.0,DROPPED,A ROBOT may not contact an opponent ROBOT if
2019,2020,G16,,0.0,DROPPED,"During Qualification MATCHES,"
2019,2020,G17,,0.0,DROPPED,Fallen (i.e. tipped over) ROBOTS attempting to right themselves
2019,2020,G20,,0.0,DROPPED,Initiating deliberate or damaging contact with an opponent ROBOT on
2019,2020,H5,,0.0,DROPPED,Wireless devices not allowed.
2019,2020,H7,,0.0,DROPPED,GAME PIECES through LOADING STATIONS only.
2019,2020,H9,,0.0,DROPPED,Between the (STARTING) LINES.
2019,2020,H10,,0.0,DROPPED,"During the SANDSTORM PERIOD, COACHES, DRIVERS, and HUMAN PLAYERS"
2019,2020,H15,,0.0,DROPPED,Team members may never throw HATCH PANELS.
2019,2020,H16,,0.0,DROPPED,Team members may never strike or hit the PLAYER STATION plastic
2019,2020,I1,,0.0,DROPPED,The ROBOT must be built by the team to play DESTINATION: DEEP SPACE.
2019,2020,I4,,0.0,DROPPED,"Unless the change is listed below, any change to a ROBOT must get re-inspected."
2019,2020,I7,,0.0,DROPPED,"No student, no Inspection."
2019,2020,R6,,0.0,DROPPED,A ROBOT may not be designed to shoot a HATCH PANEL such that it travels more than 3
2019,2020,R14,,0.0,DROPPED,The BOM cost of each non-KOP item must be calculated based on the unit Fair Market Value for
2019,2020,R17,,0.0,DROPPED,All ROBOT elements (including items intended for use during the competition in alternative
2019,2020,R18,,0.0,DROPPED,"For convenience, teams may disassemble their ROBOT and use up to three (3) bags to “Bag and"
2019,2020,R19,,0.0,DROPPED,"If you are attending another event, such as a FIRST Championship or another Regional or District"
2019,2020,R20,,0.0,DROPPED,Teams must stay “hands-off” their bagged ROBOT elements during the following time periods:
2019,2020,R21,,0.0,DROPPED,Teams permitted to use the ROBOT Access Period per R20-G may only un-bag their ROBOT for a
2019,2020,R22,,0.0,DROPPED,"If the ROBOT is accessed before the event, the un-bagging must be noted on the ROBOT Lock-up"
2019,2020,R23,,0.0,DROPPED,"At each Event, teams may have access to a WITHHOLDING ALLOWANCE. The WITHHOLDING"
2019,2020,R31,,0.0,DROPPED,BUMPERS must be constructed as follows (see Figure 10-6):
2019,2020,R35,,0.0,DROPPED,"The integral mechanical and electrical system of any motor must not be modified. Motors, servos,"
2019,2020,R39,,0.0,DROPPED,"The only legal source of electrical energy for the ROBOT during the competition, the ROBOT"
2019,2020,R72,,0.0,DROPPED,"ROBOTS must use at least one (1), but no more than two (2), diagnostic ROBOT Signal Lights"
2019,2020,S2,,0.0,DROPPED,Team members may only enter the FIELD if the ROCKET’S nosecone
2019,2020,T1,,0.0,DROPPED,Egregious or repeated violations of any rule or procedure during the event is prohibited.
2019,2020,T2,,0.0,DROPPED,"Freeze, ROBOT."
2019,2020,T4,,0.0,DROPPED,An ALLIANCE may not request a TIMEOUT or a BACKUP TEAM after a Playoff MATCH is stopped
2020,2021,C3,C3,1.0,VERBATIM,"A team may not encourage an ALLIANCE, of"
2020,2021,C8,C8,1.0,VERBATIM,Strategies clearly aimed at forcing the opponent
2020,2021,G4,G4,1.0,VERBATIM,"During AUTO, DRIVE TEAM members in ALLIANCE STATIONS"
2020,2021,G5,G5,1.0,VERBATIM,"During AUTO, DRIVE TEAMS may not directly or"
2020,2021,G6,G6,1.0,VERBATIM,ROBOTS may not have greater-than-momentary
2020,2021,G10,G10,1.0,VERBATIM,Right of way.
2020,2021,G13,G13,1.0,VERBATIM,Don’t climb on each other unless at the RENDEZVOUS POINT.
2020,2021,G14,G14,1.0,VERBATIM,"During the ENDGAME, don’t touch ROBOTS in their RENDEZVOUS POINT."
2020,2021,G16,G16,1.0,VERBATIM,Keep your BUMPERS low.
2020,2021,G19,G19,1.0,VERBATIM,Keep it together.
2020,2021,G20,G20,1.0,VERBATIM,Keep your BUMPERS together.
2020,2021,G22,G22,1.0,VERBATIM,Don’t collude with your partners to shut down major parts of game play.
2020,2021,G24,G24,1.0,VERBATIM,Stay out of other ROBOTS.
2020,2021,H1,H1,1.0,VERBATIM,The only equipment that may be brought to the ARENA
2020,2021,H4,H4,1.0,VERBATIM,A ROBOT shall be operated only by the
2020,2021,H5,H5,1.0,VERBATIM,"During the MATCH, DRIVERS, COACHES, and HUMAN PLAYERS may not contact"
2020,2021,H6,H6,1.0,VERBATIM,POWER CELLS may only be introduced to the
2020,2021,H7,H7,1.0,VERBATIM,"During a MATCH, COACHES may not touch POWER CELLS,"
2020,2021,H11,H11,1.0,VERBATIM,By invitation only.
2020,2021,H12,H12,1.0,VERBATIM,Identify yourself.
2020,2021,H14,H14,1.0,VERBATIM,Don’t mess with POWER CELLS.
2020,2021,H15,H15,1.0,VERBATIM,Don’t bang on the glass.
2020,2021,I2,I2,1.0,VERBATIM,A team is only permitted to
2020,2021,I3,I3,1.0,VERBATIM,"At the time of Inspection, the OPERATOR CONSOLE and the ROBOT"
2020,2021,R2,R2,1.0,VERBATIM,"In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH),"
2020,2021,R3,R3,1.0,VERBATIM,A ROBOT’S STARTING CONFIGURATION may not have a FRAME PERIMETER greater than 120
2020,2021,R5,R5,1.0,VERBATIM,"The ROBOT weight must not exceed 125 lbs. (~56 kg). When determining weight, the basic ROBOT"
2020,2021,R6,R6,1.0,VERBATIM,"Traction devices must not have surface features that could damage the ARENA (e.g. metal,"
2020,2021,R7,R7,1.0,VERBATIM,Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the
2020,2021,R10,R10,1.0,VERBATIM,Lubricants may be used only to reduce friction within the ROBOT. Lubricants must not
2020,2021,R18,R18,1.0,VERBATIM,"Except as allowed per G16, BUMPERS must be located entirely within the BUMPER ZONE,"
2020,2021,R19,R19,1.0,VERBATIM,BUMPERS must not be articulated (relative to the FRAME PERIMETER).
2020,2021,R20,R20,1.0,VERBATIM,"BUMPERS (the entire BUMPER, not just the cover) must be designed for quick and easy"
2020,2021,R23,R23,1.0,VERBATIM,Each set of BUMPERS (including any fasteners and/or structures that attach them to the
2020,2021,R28,R28,1.0,VERBATIM,"The integral mechanical and electrical system of any motor must not be modified. Motors, servos,"
2020,2021,R31,R31,1.0,VERBATIM,"Servos must be connected to, and only to, one of the following:"
2020,2021,R32,R32,1.0,VERBATIM,"The only legal source of electrical energy for the ROBOT during the competition, the ROBOT"
2020,2021,R34,R34,1.0,VERBATIM,Any battery charger used to charge a ROBOT battery must have the corresponding Anderson SB
2020,2021,R35,R35,1.0,VERBATIM,Any battery charger used to charge a ROBOT battery may not be used such that it exceeds 6-
2020,2021,R36,R36,1.0,VERBATIM,"No batteries other than those allowed per R32 and R33 are allowed on the ROBOT, whether or"
2020,2021,R37,R37,1.0,VERBATIM,The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT
2020,2021,R38,R38,1.0,VERBATIM,"Each electrical terminal on the ROBOT battery, main breaker, and their connections (lugs,"
2020,2021,R44,R44,1.0,VERBATIM,"The PDP, associated wiring, and all circuit breakers must be visible for Inspection."
2020,2021,R45,R45,1.0,VERBATIM,Any active electrical item that is not an actuator (specified in R27) or core Control System item
2020,2021,R49,R49,1.0,VERBATIM,Only one wire shall be connected to each WAGO connector on the PDP.
2020,2021,R50,R50,1.0,VERBATIM,The only circuit breakers permitted for use in the PDP are:
2020,2021,R54,R54,1.0,VERBATIM,"Branch circuits may include intermediate elements such as COTS connectors, splices, COTS"
2020,2021,R56,R56,1.0,VERBATIM,"CUSTOM CIRCUITS shall not directly alter the power pathways between the ROBOT battery,"
2020,2021,R58,R58,1.0,VERBATIM,"One (1) OpenMesh Wireless Bridge (P/N: OM5P-AN or OM5P-AC), that has been configured with"
2020,2021,R59,R59,1.0,VERBATIM,The roboRIO Ethernet PORT must be connected to the Wireless Bridge PORT labeled “18-24
2020,2021,R63,R63,1.0,VERBATIM,"No form of wireless communication shall be used to communicate to, from, or within the ROBOT,"
2020,2021,R64,R64,1.0,VERBATIM,The Wireless Bridge must be mounted on the ROBOT such that the diagnostic lights are visible to
2020,2021,R67,R67,1.0,VERBATIM,Neither 12VDC power nor relay module or motor controller outputs shall be directly connected to
2020,2021,R68,R68,1.0,VERBATIM,"Every relay module (per R29-B), servo controller, and PWM motor controller shall be connected"
2020,2021,R70,R70,1.0,VERBATIM,Each CAN motor controller must be controlled with signal inputs sourced from the roboRIO and
2020,2021,R71,R71,1.0,VERBATIM,Each PCM must be controlled with signal inputs sourced from the roboRIO and passed via a
2020,2021,R72,R72,1.0,VERBATIM,The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or
2020,2021,R74,R74,1.0,VERBATIM,"To satisfy multiple constraints associated with safety, consistency, Inspection, and constructive"
2020,2021,R76,R76,1.0,VERBATIM,"All pneumatic COMPONENTS must be used in their original, unaltered condition. Exceptions are"
2020,2021,R79,R79,1.0,VERBATIM,"Throughout an event, compressed air on the ROBOT must be provided by its one onboard"
2020,2021,R80,R80,1.0,VERBATIM,Stored air pressure on the ROBOT must be no greater than 120 psi (~827 kPa). No stored air
2020,2021,R81,R81,1.0,VERBATIM,Working air pressure (air pressure used to actuate devices) on the ROBOT must be no greater
2020,2021,R83,R83,1.0,VERBATIM,Pressure gauges must be placed in easily visible locations upstream and downstream of the
2020,2021,R84,R84,1.0,VERBATIM,The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g.
2020,2021,R86,R86,1.0,VERBATIM,Any pressure vent plug must be:
2020,2021,R87,R87,1.0,VERBATIM,The outputs from multiple solenoid valves must not be plumbed together.
2020,2021,R89,R89,1.0,VERBATIM,"The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the"
2020,2021,R92,R92,1.0,VERBATIM,"Other than the system provided by the FIELD, no other form of wireless communications shall be"
2020,2021,S1,S1,1.0,VERBATIM,ROBOTS whose operation or design is dangerous or unsafe are
2020,2021,S4,S4,1.0,VERBATIM,"ROBOTS and anything they control, e.g. a"
2020,2021,S5,S5,1.0,VERBATIM,DRIVE TEAMS may not extend any body part into
2020,2021,S6,S6,1.0,VERBATIM,DRIVE TEAMS may not extend any body part into the LOADING BAY
2020,2021,T1,T1,1.0,VERBATIM,"During the period when the ARENA is open for measurement, ROBOTS can be"
2020,2021,C1,C1,0.9983,VERBATIM,Egregious behavior beyond what is listed in the rules or
2020,2021,C5,C5,0.9945,VERBATIM,Each registered FIRST Robotics Competition team may enter only one
2020,2021,I5,I5,0.9934,VERBATIM,. Teams may not use the re-Inspection process in I4 to circumvent the weight limit in
2020,2021,C4,C4,0.9886,VERBATIM,"A team, as the result of"
2020,2021,I4,I4,0.9869,VERBATIM,A ROBOT
2020,2021,G12,G12,0.9865,VERBATIM,Leave the opponent’s CONTROL PANEL alone.
2020,2021,R88,R88,0.9865,VERBATIM,The Driver Station software provided by National Instruments (install instructions found here) is
2020,2021,C2,C2,0.9858,VERBATIM,"All teams must be civil toward their team members, other team members,"
2020,2021,R60,R60,0.9841,VERBATIM,Communication between the ROBOT and the OPERATOR CONSOLE is restricted as follows:
2020,2021,I1,I1,0.9834,VERBATIM,The ROBOT and its MAJOR MECHANISMS must be built by the FIRST
2020,2021,I7,I7,0.9827,VERBATIM,"For the safety of all those involved, ROBOTS, must be"
2020,2021,R22,R22,0.9826,VERBATIM,Team numbers must be displayed and positioned on the BUMPERS such that an observer
2020,2021,R41,R41,0.9811,VERBATIM,"All circuits, with the exceptions of those listed in R46 and R48, must connect to, and have power"
2020,2021,R66,R66,0.9806,VERBATIM,"The Driver Station software, roboRIO, Power Distribution Panel, Pneumatics Control Modules,"
2020,2021,S2,S2,0.9793,VERBATIM,Team members may only enter the FIELD if the POWER PORT LEDs are
2020,2021,R69,R69,0.9791,VERBATIM,"If a motor is controlled via the MXP, its power regulating device must be connected by one of the"
2020,2021,R77,R77,0.9781,VERBATIM,The only pneumatic system items permitted on ROBOTS include the items listed below.
2020,2021,C10,C10,0.9767,VERBATIM,Plug in to/be in your PLAYER STATION
2020,2021,R8,R8,0.9759,VERBATIM,"ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or"
2020,2021,G1,G1,0.9752,VERBATIM,"When placed on the FIELD for a MATCH, each ROBOT must be:"
2020,2021,R27,R27,0.9741,VERBATIM,The only motors and actuators permitted on 2021 ROBOTS include the following (in any
2020,2021,G25,G25,0.974,VERBATIM,"Damaging other ROBOTS, not allowed."
2020,2021,G23,G23,0.9737,VERBATIM,Don’t tear others down to lift yourself up.
2020,2021,S7,S7,0.9721,VERBATIM,"Team members may not sit, climb, or"
2020,2021,R91,R91,0.972,VERBATIM,The OPERATOR CONSOLE must not
2020,2021,G21,G21,0.9718,VERBATIM,There’s a 5-count on pins.
2020,2021,I8,I8,0.9714,VERBATIM,At least one student team member must accompany the ROBOT for any
2020,2021,R29,R29,0.9712,VERBATIM,"With the exception of servos, fans, or motors integral to sensors of COTS computing devices"
2020,2021,G9,G9,0.9706,VERBATIM,.
2020,2021,G17,G17,0.9697,MINOR,Tall ROBOTS not allowed.
2020,2021,G26,G26,0.9696,MINOR,Be careful what you interact with.
2020,2021,T3,T2,0.9689,MINOR+RENUMBERED,An ALLIANCE may not request a TIMEOUT or a BACKUP TEAM after a Playoff MATCH is stopped
2020,2021,R90,R90,0.9677,MINOR,Devices hosting the Driver Station software must only interface with the Field Management
2020,2021,R42,R42,0.9669,MINOR,"All wiring and electrical devices, including all Control System COMPONENTS, shall be electrically"
2020,2021,R61,R61,0.9667,MINOR,"The roboRIO, Driver Station software, and Wireless Bridge must be configured to correspond to"
2020,2021,R85,R85,0.9658,MINOR,The pressure switch requirements are:
2020,2021,G15,G15,0.9641,MINOR,"During the ENDGAME, don’t mess with HANGING opponents."
2020,2021,G2,G2,0.9627,MINOR,Teams may not tether to the ROBOT while
2020,2021,R40,R40,0.9623,MINOR,"The one (1) ROBOT battery, a single pair of Anderson Power Products (or APP) 2-pole SB type"
2020,2021,C6,C6,0.962,MINOR,"Upon each team’s ROBOT passing initial, complete Inspection, the"
2020,2021,R52,R52,0.962,MINOR,Each branch circuit must be protected by one and only one circuit breaker on the PDP per Table
2020,2021,R55,R55,0.9615,MINOR,"All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules,"
2020,2021,R17,R17,0.9611,MINOR,ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME
2020,2021,R30,R30,0.9605,MINOR,"Each power regulating device may control electrical loads per Table 9-2. Unless otherwise noted,"
2020,2021,R73,R73,0.96,MINOR,The CAN-bus must be connected to the roboRIO CAN port.
2020,2021,H13,H13,0.9597,MINOR,Don’t abuse ARENA access.
2020,2021,H10,H10,0.9592,MINOR,POWER CELLS go on the rack.
2020,2021,R47,R47,0.9568,MINOR,The Wireless Bridge (Radio) power must be supplied directly by the 12V 2A output of a CTR
2020,2021,G18,G18,0.9563,MINOR,Don’t overextend yourself.
2020,2021,R75,R75,0.9551,MINOR,All pneumatic items must be COTS pneumatic devices and either:
2020,2021,R43,R43,0.9524,MINOR,The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT.
2020,2021,R53,R53,0.9514,MINOR,All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables
2020,2021,R39,R39,0.95,MINOR,"Non-electrical sources of energy used by the ROBOT, (i.e., stored at the start of a MATCH), shall"
2020,2021,G8,G8,0.9474,MINOR,ROBOTS may not deliberately use POWER CELLS in an attempt
2020,2021,R1,R1,0.9467,MINOR,"The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the"
2020,2021,R46,R46,0.9444,MINOR,The roboRIO power input must be connected to the dedicated supply terminals on the PDP
2020,2021,H16,H16,0.9423,MINOR,Be careful what you interact with.
2020,2021,H9,H9,0.9415,MINOR,"During TELEOP, an ALLIANCE may not have more than fourteen (14)"
2020,2021,G3,G3,0.94,MINOR,"During AUTO, a ROBOT’S BUMPERS may not break the plane of their"
2020,2021,R26,R26,0.94,MINOR,BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 9-9). To be
2020,2021,R82,R82,0.9375,MINOR,"Only the compressor, relief valve, pressure switch, pressure vent plug, pressure gauge, storage"
2020,2021,R65,R65,0.9366,MINOR,"ROBOTS must use at least one (1), but no more than two (2), diagnostic ROBOT Signal Lights"
2020,2021,R48,R48,0.9362,MINOR,The VRM supplying power to the Wireless Bridge per R47 must be connected to the designated
2020,2021,R57,R57,0.9322,MINOR,ROBOTS must be controlled via one (1) programmable National Instruments roboRIO (P/N:
2020,2021,H3,H3,0.9318,MINOR,"Prior to the start of the MATCH, DRIVE TEAMS may not"
2020,2021,R24,R24,0.9312,MINOR,BUMPERS must be constructed as follows (see Figure 9-7):
2020,2021,R78,R78,0.9237,MINOR,"If pneumatic COMPONENTS are used, the following items are required as part of the pneumatic"
2020,2021,G11,G11,0.9216,MINOR,Give opponents some space.
2020,2021,H2,H2,0.9209,MINOR,". Prior to the start of the MATCH, DRIVE TEAMS and any"
2020,2021,C7,C7,0.9204,MINOR,DRIVE TEAMS may not cause
2020,2021,R51,R51,0.9184,MINOR,The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive
2020,2021,R93,R93,0.9143,MINOR,"OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an"
2020,2021,R33,R33,0.9128,MINOR,COTS USB battery packs with a capacity of 100Wh or less (20000mAh at 5V) and 2.5 Amp max
2020,2021,R9,R9,0.8952,MINOR,ROBOTS must allow removal of game pieces from the ROBOT and the ROBOT from FIELD
2020,2021,R4,R4,0.8889,MINOR,ROBOTS may not extend more than 12 in. (~30 cm) beyond their FRAME PERIMETER (see Figure
2020,2021,C9,C9,0.8654,MINOR,. A team may only send one (1) pre-college student from its
2020,2021,G7,G7,0.84,REWRITTEN,ROBOTS may not intentionally eject POWER CELLS from the
2020,2021,R62,R62,0.8261,REWRITTEN,All signals must originate from the OPERATOR CONSOLE and be transmitted to the ROBOT via
2020,2021,R25,R25,0.8125,REWRITTEN,Corner joints between BUMPERS must be filled with pool noodle material. Examples of
2020,2021,R21,R21,0.739,REWRITTEN,Each ROBOT must be able to display primarily Red or Blue BUMPERS to MATCH their
2020,2021,H8,C11,0.7143,REWRITTEN+RENUMBERED,Don’t trick the sensors.
2020,2021,R16,R16,0.6438,REWRITTEN,During an event a team is attending (regardless of whether the team is physically at the event
2020,2021,R13,R12,0.5691,REWRITTEN+RENUMBERED,"No individual, non-KOP item or software used on the ROBOT shall have a Fair Market Value that"
2020,2021,T2,T3,0.4548,REWRITTEN+RENUMBERED,"If an ALLIANCE wishes to use their TIMEOUT, the ALLIANCE CAPTAIN must submit their TIMEOUT"
2020,2021,,R13,0.2308,NEW,This rule has been removed for the 2021 season.
2020,2021,,I6,0.1667,NEW,This rule has been removed for the 2021 season.
2020,2021,,R11,0.1667,NEW,This rule has been removed for the 2021 season.
2020,2021,,R14,0.1667,NEW,This rule has been removed for the 2021 season.
2020,2021,,R15,0.1667,NEW,This rule has been removed for the 2021 season.
2020,2021,,H8,0.1212,NEW,This rule has been renumbered as C11.
2020,2021,I6,,0.0,DROPPED,"A Bill of Materials (BOM), listing all items on the ROBOT except"
2020,2021,R11,,0.0,DROPPED,The total cost of all items on the ROBOT (i.e. all items presented at Inspection per I3:
2020,2021,R12,,0.0,DROPPED,"No individual, non-KOP item or software shall have a Fair Market Value that exceeds $500 USD."
2020,2021,R14,,0.0,DROPPED,FABRICATED ITEMS created before Kickoff are not permitted. Exceptions are:
2020,2021,R15,,0.0,DROPPED,Software and mechanical/electrical designs created before Kickoff are only permitted if the source
