rule_id,prefix,years,n_years,contiguous,min_yoy,mean_yoy,last_yoy,headline_last,yoy_detail
R72,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0106,0.2289,1.0,The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or,2015->2016:0.0842;2016->2017:0.1687;2017->2018:0.0531;2018->2019:0.0106;2019->2020:0.0571;2020->2021:1.0
R73,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0533,0.2703,0.96,The CAN-bus must be connected to the roboRIO CAN port.,2015->2016:0.2177;2016->2017:0.0941;2017->2018:0.2299;2018->2019:0.0533;2019->2020:0.0671;2020->2021:0.96
R74,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0185,0.2563,1.0,"To satisfy multiple constraints associated with safety, consistency, Inspection, and constructive",2015->2016:0.0638;2016->2017:0.0185;2017->2018:0.0741;2018->2019:0.2703;2019->2020:0.1111;2020->2021:1.0
R75,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0476,0.2234,0.9551,All pneumatic items must be COTS pneumatic devices and either:,2015->2016:0.0476;2016->2017:0.0702;2017->2018:0.104;2018->2019:0.0913;2019->2020:0.0719;2020->2021:0.9551
R76,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0544,0.2789,1.0,"All pneumatic COMPONENTS must be used in their original, unaltered condition. Exceptions are",2015->2016:0.0603;2016->2017:0.0649;2017->2018:0.3922;2018->2019:0.0544;2019->2020:0.1017;2020->2021:1.0
R77,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.052,0.3409,0.9781,The only pneumatic system items permitted on ROBOTS include the items listed below.,2015->2016:0.1157;2016->2017:0.052;2017->2018:0.4474;2018->2019:0.3885;2019->2020:0.0634;2020->2021:0.9781
R78,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0597,0.3363,0.9237,"If pneumatic COMPONENTS are used, the following items are required as part of the pneumatic",2015->2016:0.0778;2016->2017:0.0597;2017->2018:0.4295;2018->2019:0.4474;2019->2020:0.08;2020->2021:0.9237
R79,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.1,0.3137,1.0,"Throughout an event, compressed air on the ROBOT must be provided by its one onboard",2015->2016:0.1;2016->2017:0.1034;2017->2018:0.1333;2018->2019:0.4354;2019->2020:0.1103;2020->2021:1.0
R80,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0503,0.2297,1.0,Stored air pressure on the ROBOT must be no greater than 120 psi (~827 kPa). No stored air,2015->2016:0.1087;2016->2017:0.0503;2017->2018:0.0513;2018->2019:0.0641;2019->2020:0.1039;2020->2021:1.0
R81,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0735,0.2536,1.0,Working air pressure (air pressure used to actuate devices) on the ROBOT must be no greater,2015->2016:0.1515;2016->2017:0.0735;2017->2018:0.114;2018->2019:0.0862;2019->2020:0.0964;2020->2021:1.0
R82,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0625,0.2447,0.9375,"Only the compressor, relief valve, pressure switch, pressure vent plug, pressure gauge, storage",2015->2016:0.0625;2016->2017:0.0681;2017->2018:0.0767;2018->2019:0.114;2019->2020:0.2092;2020->2021:0.9375
R83,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0756,0.2594,1.0,Pressure gauges must be placed in easily visible locations upstream and downstream of the,2015->2016:0.1071;2016->2017:0.2;2017->2018:0.0816;2018->2019:0.0756;2019->2020:0.0923;2020->2021:1.0
R84,R,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0195,0.2241,1.0,The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g.,2015->2016:0.0195;2016->2017:0.1154;2017->2018:0.0845;2018->2019:0.0513;2019->2020:0.0742;2020->2021:1.0
R85,R,"2016,2017,2018,2019,2020,2021",6,1,0.0683,0.3086,0.9658,The pressure switch requirements are:,2016->2017:0.1486;2017->2018:0.1951;2018->2019:0.0683;2019->2020:0.1651;2020->2021:0.9658
R86,R,"2016,2017,2018,2019,2020,2021",6,1,0.069,0.2983,1.0,Any pressure vent plug must be:,2016->2017:0.1538;2017->2018:0.1185;2018->2019:0.1503;2019->2020:0.069;2020->2021:1.0
R87,R,"2016,2017,2018,2019,2020,2021",6,1,0.0826,0.5185,1.0,The outputs from multiple solenoid valves must not be plumbed together.,2016->2017:0.0826;2017->2018:0.3636;2018->2019:1.0;2019->2020:0.1463;2020->2021:1.0
R88,R,"2016,2017,2018,2019,2020,2021",6,1,0.0877,0.444,0.9865,The Driver Station software provided by National Instruments (install instructions found here) is,2016->2017:0.1538;2017->2018:0.0877;2018->2019:0.8936;2019->2020:0.0984;2020->2021:0.9865
R89,R,"2016,2017,2018,2019,2020,2021",6,1,0.0678,0.4816,1.0,"The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the",2016->2017:0.1509;2017->2018:0.1975;2018->2019:0.9916;2019->2020:0.0678;2020->2021:1.0
R90,R,"2016,2017,2018,2019,2020,2021",6,1,0.0952,0.4577,0.9677,Devices hosting the Driver Station software must only interface with the Field Management,2016->2017:0.119;2017->2018:0.0952;2018->2019:1.0;2019->2020:0.1067;2020->2021:0.9677
R91,R,"2016,2017,2018,2019,2020,2021",6,1,0.086,0.3386,0.972,The OPERATOR CONSOLE must not,2016->2017:0.1119;2017->2018:0.4265;2018->2019:0.086;2019->2020:0.0964;2020->2021:0.972
R92,R,"2016,2017,2018,2019,2020,2021",6,1,0.0879,0.3014,1.0,"Other than the system provided by the FIELD, no other form of wireless communications shall be",2016->2017:0.1343;2017->2018:0.1277;2018->2019:0.1573;2019->2020:0.0879;2020->2021:1.0
R93,R,"2016,2017,2018,2019,2020,2021",6,1,0.0855,0.269,0.9143,"OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an",2016->2017:0.0855;2017->2018:0.1047;2018->2019:0.144;2019->2020:0.0964;2020->2021:0.9143
R94,R,"2016,2017,2018,2019",4,1,0.048,0.1074,0.048,The outputs from multiple solenoid valves must not be plumbed together.,2016->2017:0.0925;2017->2018:0.1818;2018->2019:0.048
R95,R,"2016,2017,2018,2019",4,1,0.0769,0.0816,0.0769,The DRIVER Station software provided on the National Instruments website is the only application,2016->2017:0.0909;2017->2018:0.0769;2018->2019:0.0769
R96,R,"2016,2017,2018,2019",4,1,0.0247,0.0487,0.0779,"The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the DRIVERS",2016->2017:0.0247;2017->2018:0.0435;2018->2019:0.0779
R97,R,"2017,2018,2019",3,1,0.125,0.1779,0.125,Devices hosting the DRIVER Station software must only interface with the Field Management,2017->2018:0.2308;2018->2019:0.125
R98,R,"2017,2018,2019",3,1,0.1011,0.1366,0.172,The OPERATOR CONSOLE must not,2017->2018:0.1011;2018->2019:0.172
R99,R,"2017,2018,2019",3,1,0.0913,0.1091,0.127,"Other than the system provided by the FIELD, no other form of wireless communications shall be",2017->2018:0.0913;2018->2019:0.127
R100,R,"2017,2018,2019",3,1,0.0353,0.073,0.0353,"OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an",2017->2018:0.1106;2018->2019:0.0353
R101,R,"2017,2018,2022,2023,2024,2025,2026",7,0,0.0537,0.7877,0.9779,ROBOT PERIMETER must be fixed.,2017->2018:0.0537;2018->2022:None;2022->2023:1.0;2023->2024:0.9935;2024->2025:0.9132;2025->2026:0.9779
R102,R,"2018,2022,2023,2024,2025,2026",6,0,0.9786,0.9947,1.0,STARTING CONFIGURATION – no overhang.,2018->2022:None;2022->2023:1.0;2023->2024:1.0;2024->2025:0.9786;2025->2026:1.0
R103,R,"2022,2023,2024,2025,2026",5,1,0.9238,0.9742,0.9238,ROBOT weight limit.,2022->2023:1.0;2023->2024:0.9955;2024->2025:0.9774;2025->2026:0.9238
R104,R,"2022,2023,2024,2025,2026",5,1,0.904,0.9508,0.904,STARTING CONFIGURATION – max size.,2022->2023:0.9778;2023->2024:0.9663;2024->2025:0.9551;2025->2026:0.904
R105,R,"2022,2023,2024,2025,2026",5,1,0.7874,0.8831,0.7874,ROBOT horizontal extension limit.,2022->2023:0.9701;2023->2024:0.9275;2024->2025:0.8472;2025->2026:0.7874
R106,R,"2024,2026",2,0,,,,Horizontal extension – one direction at a time.,2024->2026:None
R201,R,"2022,2023,2024,2025,2026",5,1,0.9725,0.9931,1.0,No digging into carpet.,2022->2023:1.0;2023->2024:0.9725;2024->2025:1.0;2025->2026:1.0
R202,R,"2022,2023,2024,2025,2026",5,1,0.6279,0.8595,0.6279,No exposed sharp edges.,2022->2023:0.9231;2023->2024:0.9434;2024->2025:0.9434;2025->2026:0.6279
R203,R,"2022,2023,2024,2025,2026",5,1,0.8918,0.9624,0.8918,General safety.,2022->2023:0.9954;2023->2024:0.9623;2024->2025:1.0;2025->2026:0.8918
R204,R,"2022,2023,2024,2025,2026",5,1,0.8943,0.9248,1.0,Leave SCORING ELEMENTS at the FIELD.,2022->2023:0.8943;2023->2024:0.9106;2024->2025:0.8943;2025->2026:1.0
R205,R,"2022,2023,2024,2025,2026",5,1,0.5909,0.8977,0.5909,Don’t contaminate the FIELD.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:0.5909
R206,R,"2023,2024,2025,2026",4,1,0.878,0.9187,1.0,Don’t damage SCORING ELEMENTS.,2023->2024:0.878;2024->2025:0.878;2025->2026:1.0
R301,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Individual item cost limit.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R302,R,"2022,2023,2024,2025,2026",5,1,0.0998,0.7639,1.0,"MAJOR MECHANISM, from this year only.",2022->2023:0.9614;2023->2024:0.9942;2024->2025:0.0998;2025->2026:1.0
R303,R,"2022,2023,2024,2025,2026",5,1,0.9833,0.9885,0.9916,"Create new designs and software, unless they’re public.",2022->2023:0.9833;2023->2024:0.9874;2024->2025:0.9916;2025->2026:0.9916
R304,R,"2022,2023,2024,2025",4,1,0.9219,0.9596,0.9219,"During an event, only work during pit hours.",2022->2023:0.9569;2023->2024:1.0;2024->2025:0.9219
R401,R,"2022,2023,2024,2025,2026",5,1,0.1596,0.6571,0.5532,BUMPERS almost all around.,2022->2023:1.0;2023->2024:0.1596;2024->2025:0.9157;2025->2026:0.5532
R402,R,"2022,2023,2024,2025,2026",5,1,0.052,0.7378,0.8992,BUMPER construction.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.052;2025->2026:0.8992
R403,R,"2022,2023,2024,2025,2026",5,1,0.3226,0.7556,0.7,BUMPER extension limit.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.3226;2025->2026:0.7
R404,R,"2022,2023,2024,2025,2026",5,1,0.0746,0.7262,0.8302,BUMPERS must be soft.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.0746;2025->2026:0.8302
R405,R,"2022,2023,2024,2025,2026",5,1,0.125,0.6311,0.4603,BUMPERS interact with BUMPERS.,2022->2023:0.9582;2023->2024:0.9811;2024->2025:0.125;2025->2026:0.4603
R406,R,"2022,2023,2024,2025,2026",5,1,0.0754,0.6671,0.7305,Fill BUMPER corners.,2022->2023:0.9548;2023->2024:0.9075;2024->2025:0.0754;2025->2026:0.7305
R407,R,"2022,2023,2024,2025,2026",5,1,0.0903,0.7605,0.9517,BUMPERS shouldn’t be wedges.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.0903;2025->2026:0.9517
R408,R,"2022,2023,2024,2025,2026",5,1,0.0173,0.7011,0.913,Weight limit with BUMPERS.,2022->2023:0.9427;2023->2024:0.9314;2024->2025:0.0173;2025->2026:0.913
R409,R,"2022,2023,2024,2025,2026",5,1,0.1333,0.5815,0.2571,BUMPERS should be passive.,2022->2023:1.0;2023->2024:0.9355;2024->2025:0.1333;2025->2026:0.2571
R410,R,"2022,2023,2024,2025,2026",5,1,0.1006,0.7681,1.0,BUMPERS must come off.,2022->2023:1.0;2023->2024:0.9718;2024->2025:0.1006;2025->2026:1.0
R411,R,"2025,2026",2,1,0.9421,0.9421,0.9421,BUMPERS indicate your ALLIANCE.,2025->2026:0.9421
R412,R,"2025,2026",2,1,0.8855,0.8855,0.8855,Team number on BUMPERS.,2025->2026:0.8855
R501,R,"2022,2023,2024,2025,2026",5,1,0.8519,0.9158,0.9371,Allowable motors.,2022->2023:0.9276;2023->2024:0.9465;2024->2025:0.8519;2025->2026:0.9371
R502,R,"2022,2023,2024,2025,2026",5,1,0.0753,0.7436,0.9071,Only 4 propulsion motors.,2022->2023:1.0;2023->2024:0.0753;2024->2025:0.9919;2025->2026:0.9071
R503,R,"2022,2023,2024,2025,2026",5,1,0.0701,0.7495,0.9336,Don’t modify motors (mostly).,2022->2023:0.9942;2023->2024:0.0701;2024->2025:1.0;2025->2026:0.9336
R504,R,"2022,2023,2024,2025,2026",5,1,0.0795,0.6924,0.8548,Power (most) actuators off of approved devices.,2022->2023:0.9216;2023->2024:0.0795;2024->2025:0.9138;2025->2026:0.8548
R505,R,"2022,2023,2024,2025,2026",5,1,0.0642,0.6942,0.7742,Don’t overload controllers.,2022->2023:1.0;2023->2024:0.0642;2024->2025:0.9385;2025->2026:0.7742
R506,R,"2024,2025,2026",3,1,0.8911,0.941,0.991,Control servos safely.,2024->2025:0.8911;2025->2026:0.991
R601,R,"2022,2023,2024,2025,2026",5,1,0.8322,0.9472,0.8322,Battery limit – everyone has the same power.,2022->2023:1.0;2023->2024:0.9567;2024->2025:1.0;2025->2026:0.8322
R602,R,"2022,2023,2024,2025,2026",5,1,0.8789,0.9397,1.0,Other batteries for cameras or computers only.,2022->2023:0.8789;2023->2024:0.9535;2024->2025:0.9265;2025->2026:1.0
R603,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Charge batteries with safe connectors.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R604,R,"2022,2023,2024,2025,2026",5,1,0.9643,0.9911,1.0,Charge batteries at a safe rate.,2022->2023:1.0;2023->2024:0.9643;2024->2025:1.0;2025->2026:1.0
R605,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Batteries are not ballast.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R606,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Secure the battery.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R607,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Insulate battery connections.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R608,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Limit non-battery energy.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R609,R,"2022,2023,2024,2025,2026",5,1,0.7923,0.91,0.8765,Connect main power safely.,2022->2023:0.9895;2023->2024:0.9815;2024->2025:0.7923;2025->2026:0.8765
R610,R,"2022,2023,2024,2025,2026",5,1,0.7778,0.9032,0.7778,1 breaker/fuse per circuit.,2022->2023:1.0;2023->2024:0.9808;2024->2025:0.8542;2025->2026:0.7778
R611,R,"2022,2023,2024,2025,2026",5,1,0.9799,0.9909,0.9799,The ROBOT frame is not a wire.,2022->2023:0.9919;2023->2024:1.0;2024->2025:0.992;2025->2026:0.9799
R612,R,"2022,2023,2024,2025,2026",5,1,0.8263,0.9536,1.0,Must be able to turn ROBOT on and off safely.,2022->2023:1.0;2023->2024:0.8263;2024->2025:0.9879;2025->2026:1.0
R613,R,"2022,2023,2024,2025,2026",5,1,0.5588,0.8721,0.9495,Electrical system must be inspectable.,2022->2023:0.5588;2023->2024:1.0;2024->2025:0.98;2025->2026:0.9495
R614,R,"2022,2023,2024,2025,2026",5,1,0.7255,0.9314,1.0,No high voltage allowed.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.7255;2025->2026:1.0
R615,R,"2022,2023,2024,2025,2026",5,1,0.3354,0.7336,0.3354,Power roboRIO as specified.,2022->2023:1.0;2023->2024:0.8571;2024->2025:0.7419;2025->2026:0.3354
R616,R,"2022,2023,2024,2025,2026",5,1,0.5667,0.8155,0.5667,Power radio as specified – Part 1.,2022->2023:1.0;2023->2024:0.8824;2024->2025:0.8127;2025->2026:0.5667
R617,R,"2022,2023,2024,2025,2026",5,1,0.3264,0.7631,0.3264,Power radio as specified – Part 2.,2022->2023:1.0;2023->2024:0.9133;2024->2025:0.8129;2025->2026:0.3264
R618,R,"2022,2023,2024,2025,2026",5,1,0.9212,0.9743,0.9212,Use PD terminals as designed.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.9759;2025->2026:0.9212
R619,R,"2022,2023,2024,2025,2026",5,1,0.8451,0.912,0.8639,Only use specified circuit breakers in a PD.,2022->2023:0.9391;2023->2024:1.0;2024->2025:0.8451;2025->2026:0.8639
R620,R,"2022,2023,2024,2025,2026",5,1,0.8358,0.9406,0.9266,Only use specified fuses in PD.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.8358;2025->2026:0.9266
R621,R,"2022,2023,2024,2025,2026",5,1,0.8937,0.9355,0.895,Protect circuits with appropriate circuit breakers.,2022->2023:1.0;2023->2024:0.8937;2024->2025:0.9535;2025->2026:0.895
R622,R,"2022,2023,2024,2025,2026",5,1,0.8119,0.8889,0.8119,Use appropriately sized wire.,2022->2023:0.9414;2023->2024:0.9026;2024->2025:0.8998;2025->2026:0.8119
R623,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Use only appropriate connectors.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R624,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Use specified wire colors (mostly).,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R625,R,"2022,2023,2024,2025,2026",5,1,0.9792,0.9896,0.9852,Don’t modify critical power paths.,2022->2023:1.0;2023->2024:0.9792;2024->2025:0.9941;2025->2026:0.9852
R626,R,"2025,2026",2,1,1.0,1.0,1.0,VH-109 PoE passthrough.,2025->2026:1.0
R701,R,"2022,2023,2024,2025,2026",5,1,0.9589,0.9657,0.9589,Control the ROBOT with a roboRIO.,2022->2023:0.9589;2023->2024:0.9726;2024->2025:0.9726;2025->2026:0.9589
R702,R,"2022,2023,2024,2025,2026",5,1,0.7869,0.9127,0.966,Communicate with the ROBOT with the specified radio.,2022->2023:1.0;2023->2024:0.898;2024->2025:0.7869;2025->2026:0.966
R703,R,"2022,2023,2024,2025,2026",5,1,0.5296,0.8222,0.7848,Use specific Ethernet port for roboRIO.,2022->2023:1.0;2023->2024:0.9744;2024->2025:0.5296;2025->2026:0.7848
R704,R,"2022,2023,2024,2025,2026",5,1,0.9506,0.9639,0.9517,Only use allowed ports and bandwidth to communicate with the ROBOT.,2022->2023:1.0;2023->2024:0.9533;2024->2025:0.9506;2025->2026:0.9517
R705,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Configure devices for your team number.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R706,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Don’t bypass the ARENA network.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R707,R,"2022,2023,2024,2025,2026",5,1,0.8571,0.963,0.9951,Limited wireless allowed.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.8571;2025->2026:0.9951
R708,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Wireless bridge must be visible.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R709,R,"2022,2023,2024,2025,2026",5,1,0.9091,0.9516,0.9487,ROBOTS must have a signal light.,2022->2023:0.9091;2023->2024:0.9658;2024->2025:0.9829;2025->2026:0.9487
R710,R,"2022,2023,2024,2025,2026",5,1,0.9642,0.9725,0.9679,Only specified modifications to control system devices permitted.,2022->2023:0.9703;2023->2024:0.9642;2024->2025:0.9877;2025->2026:0.9679
R711,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Don’t connect motor outputs to roboRIO.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R712,R,"2022,2023,2024,2025,2026",5,1,0.8734,0.9556,0.8734,Control PWM controllers from the roboRIO.,2022->2023:1.0;2023->2024:0.9886;2024->2025:0.9605;2025->2026:0.8734
R713,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Only approved MXP devices can control actuators.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R714,R,"2022,2023,2024,2025,2026",5,1,0.9157,0.9761,1.0,Control CAN motor controllers from the roboRIO.,2022->2023:0.9157;2023->2024:1.0;2024->2025:0.9889;2025->2026:1.0
R715,R,"2022,2023,2024,2025,2026",5,1,0.9247,0.9608,0.9515,"Control PCM, PH, and Servo Hub from roboRIO.",2022->2023:0.967;2023->2024:1.0;2024->2025:0.9247;2025->2026:0.9515
R716,R,"2022,2023,2024,2025,2026",5,1,0.4103,0.8486,0.9841,Don’t alter the CAN bus.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.4103;2025->2026:0.9841
R717,R,"2022,2023,2024,2025,2026",5,1,0.1008,0.7752,1.0,USB to CAN adapter permitted.,2022->2023:1.0;2023->2024:1.0;2024->2025:0.1008;2025->2026:1.0
R718,R,"2022,2023,2024",3,1,1.0,1.0,1.0,USB to CAN adapter permitted.,2022->2023:1.0;2023->2024:1.0
R801,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Only use explicitly permitted pneumatic parts,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R802,R,"2022,2023,2024,2025,2026",5,1,0.8585,0.9532,0.8585,No custom pneumatics and meet minimum pressure ratings.,2022->2023:1.0;2023->2024:0.9543;2024->2025:1.0;2025->2026:0.8585
R803,R,"2022,2023,2024,2025,2026",5,1,0.982,0.9955,1.0,Don’t modify pneumatics.,2022->2023:1.0;2023->2024:0.982;2024->2025:1.0;2025->2026:1.0
R804,R,"2022,2023,2024,2025,2026",5,1,0.9556,0.9869,0.9556,Only use specific pneumatic devices.,2022->2023:1.0;2023->2024:0.9919;2024->2025:1.0;2025->2026:0.9556
R805,R,"2022,2023,2024,2025,2026",5,1,0.9672,0.9826,0.9836,"If using pneumatics, these parts are required.",2022->2023:0.9959;2023->2024:0.9672;2024->2025:0.9836;2025->2026:0.9836
R806,R,"2022,2023,2024,2025,2026",5,1,0.9537,0.985,0.9537,Compressed air from ROBOT compressor only.,2022->2023:1.0;2023->2024:0.9862;2024->2025:1.0;2025->2026:0.9537
R807,R,"2022,2023,2024,2025,2026",5,1,0.9577,0.9827,0.973,Air storage pressure limit.,2022->2023:1.0;2023->2024:0.9577;2024->2025:1.0;2025->2026:0.973
R808,R,"2022,2023,2024,2025,2026",5,1,0.8889,0.9596,0.9496,Working air pressure limit.,2022->2023:1.0;2023->2024:0.8889;2024->2025:1.0;2025->2026:0.9496
R809,R,"2022,2023,2024,2025,2026",5,1,0.9333,0.9777,0.9333,Limited devices at high pressure.,2022->2023:1.0;2023->2024:0.9774;2024->2025:1.0;2025->2026:0.9333
R810,R,"2022,2023,2024,2025,2026",5,1,0.96,0.99,1.0,Pressure gauges must be visible.,2022->2023:1.0;2023->2024:0.96;2024->2025:1.0;2025->2026:1.0
R811,R,"2022,2023,2024,2025,2026",5,1,0.9193,0.972,0.9193,Relief valve requirements.,2022->2023:1.0;2023->2024:0.9686;2024->2025:1.0;2025->2026:0.9193
R812,R,"2022,2023,2024,2025,2026",5,1,0.9745,0.9936,1.0,Pressure switch requirements.,2022->2023:0.9745;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R813,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Vent plug requirements.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R814,R,"2022,2023,2024,2025,2026",5,1,0.4839,0.871,1.0,Don’t connect solenoid outputs together.,2022->2023:1.0;2023->2024:0.4839;2024->2025:1.0;2025->2026:1.0
R901,R,"2022,2023,2024,2025,2026",5,1,0.9747,0.981,0.9873,Use the specified Driver Station Software.,2022->2023:0.9747;2023->2024:0.9747;2024->2025:0.9873;2025->2026:0.9873
R902,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,The OPERATOR CONSOLE must have a visible display.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R903,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,Connect FMS Ethernet directly to the OPERATOR CONSOLE.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R904,R,"2022,2023,2024,2025,2026",5,1,0.7903,0.9225,0.7903,OPERATOR CONSOLE physical requirements.,2022->2023:0.98;2023->2024:0.9325;2024->2025:0.9874;2025->2026:0.7903
R905,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,FIELD wireless only.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R906,R,"2022,2023,2024,2025,2026",5,1,1.0,1.0,1.0,No unsafe OPERATOR CONSOLES.,2022->2023:1.0;2023->2024:1.0;2024->2025:1.0;2025->2026:1.0
R907,R,"2025,2026",2,1,1.0,1.0,1.0,No AC inverters.,2025->2026:1.0
S1,S,"2017,2018,2019,2020,2021",5,1,0.0882,0.7592,1.0,ROBOTS whose operation or design is dangerous or unsafe are,2017->2018:0.0882;2018->2019:0.9487;2019->2020:1.0;2020->2021:1.0
S2,S,"2017,2018,2019,2020,2021",5,1,0.0635,0.5121,0.9793,Team members may only enter the FIELD if the POWER PORT LEDs are,2017->2018:0.0635;2018->2019:0.7342;2019->2020:0.2714;2020->2021:0.9793
S3,S,"2017,2018,2019",3,1,0.112,0.5169,0.9217,Team members may only enter or exit the FIELD through open,2017->2018:0.112;2018->2019:0.9217
S4,S,"2017,2018,2019,2020,2021",5,1,0.1391,0.5611,1.0,"ROBOTS and anything they control, e.g. a",2017->2018:0.1709;2018->2019:0.9344;2019->2020:0.1391;2020->2021:1.0
S5,S,"2017,2018,2019,2020,2021",5,1,0.1622,0.6826,1.0,DRIVE TEAMS may not extend any body part into,2017->2018:0.7812;2018->2019:0.7869;2019->2020:0.1622;2020->2021:1.0
S6,S,"2017,2018,2019,2020,2021",5,1,0.3167,0.7239,1.0,DRIVE TEAMS may not extend any body part into the LOADING BAY,2017->2018:0.3167;2018->2019:0.6377;2019->2020:0.9412;2020->2021:1.0
S7,S,"2017,2020,2021",3,0,0.9721,0.9721,0.9721,"Team members may not sit, climb, or",2017->2020:None;2020->2021:0.9721
T1,T,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0165,0.5021,1.0,"During the period when the ARENA is open for measurement, ROBOTS can be",2015->2016:0.7879;2016->2017:0.0788;2017->2018:0.9939;2018->2019:0.1353;2019->2020:0.0165;2020->2021:1.0
T2,T,"2016,2017,2018,2019,2020,2021",6,1,0.0151,0.3228,0.0813,An ALLIANCE may not request a TIMEOUT or a BACKUP TEAM after a Playoff MATCH is stopped,2016->2017:0.0151;2017->2018:0.8367;2018->2019:0.64;2019->2020:0.041;2020->2021:0.0813
T3,T,"2015,2016,2017,2018,2019,2020,2021",7,1,0.0131,0.2779,0.2194,"If an ALLIANCE wishes to use their TIMEOUT, the ALLIANCE CAPTAIN must submit their TIMEOUT",2015->2016:0.4048;2016->2017:0.0131;2017->2018:0.8756;2018->2019:0.0668;2019->2020:0.0876;2020->2021:0.2194
T4,T,"2016,2017,2018,2019,2020",5,1,0.0504,0.2979,0.0621,Only team members wearing proper buttons are allowed on the ARENA floor during,2016->2017:0.1277;2017->2018:0.9515;2018->2019:0.0504;2019->2020:0.0621
